WKT,name,description
"POLYGON ((110.0249182 -7.8947406, 110.2075659 -7.979069, 110.3435217 -8.0321054, 110.3572547 -8.0593009, 110.368241 -8.0593009, 110.3737341 -8.0728979, 110.4369055 -8.091933, 110.4396521 -8.1028098, 110.4671179 -8.1123268, 110.4890906 -8.1123268, 110.5453955 -8.1381574, 110.5824744 -8.1408763, 110.604447 -8.1476735, 110.6895911 -8.187095, 110.7074439 -8.1816578, 110.7074439 -8.1993285, 110.7239234 -8.1993285, 110.736283 -8.1925322, 110.7568823 -8.202047, 110.7967078 -8.1898136, 110.8255469 -8.2034062, 110.8310401 -8.1775798, 110.8159339 -8.1571894, 110.8186804 -8.1449546, 110.8008277 -8.1639863, 110.7843482 -8.1381574, 110.7939612 -8.1218435, 110.778855 -8.0796963, 110.7719885 -8.0606606, 110.7719885 -8.0429838, 110.7555091 -8.0239464, 110.7623755 -7.9926688, 110.7747351 -7.9314664, 110.769242 -7.9042624, 110.7802283 -7.8675342, 110.7912146 -7.8498491, 110.7802283 -7.8321632, 110.7829749 -7.8185582, 110.7678687 -7.8049527, 110.7651221 -7.8335237, 110.7417761 -7.8199187, 110.7417761 -7.800871, 110.7156836 -7.7913468, 110.6950842 -7.8076739, 110.6717383 -7.7995104, 110.6758582 -7.7859043, 110.6662451 -7.7791011, 110.660752 -7.8049527, 110.6497656 -7.7967893, 110.6319129 -7.8022316, 110.6071936 -7.7954287, 110.5975806 -7.8035922, 110.5714881 -7.8076739, 110.585221 -7.7886256, 110.5536353 -7.7763798, 110.552262 -7.7954287, 110.5330359 -7.7954287, 110.5234229 -7.7818224, 110.5124365 -7.7777405, 110.5124365 -7.7654944, 110.4987036 -7.7654944, 110.4698645 -7.6375695, 110.4698645 -7.6171524, 110.4602515 -7.5994568, 110.4602515 -7.5545339, 110.4410254 -7.5395585, 110.4163062 -7.5545339, 110.3902136 -7.5994568, 110.3545081 -7.6239582, 110.3188025 -7.644375, 110.2940833 -7.6661518, 110.2721106 -7.7069803, 110.2611243 -7.6865666, 110.2679907 -7.6620687, 110.2652442 -7.6457361, 110.2515112 -7.6402917, 110.2418982 -7.6511804, 110.217179 -7.6511804, 110.1910864 -7.644375, 110.1443945 -7.6416528, 110.1196753 -7.6688738, 110.1457678 -7.6960931, 110.1334082 -7.6960931, 110.1334082 -7.7137847, 110.1306616 -7.7328364, 110.1224219 -7.7518872, 110.1128089 -7.7668551, 110.0963294 -7.7750192, 110.0729834 -7.8076739, 110.0565039 -7.8212793, 110.0565039 -7.840326, 110.0441443 -7.8525699, 110.0400244 -7.8688946, 110.033158 -7.882498, 110.0249182 -7.8947406))",DIY Yogyakarta,
